"","indicat","time","lat","lon","alt","head","speed","equip","reg","plan_dep","plan_arr","real_arr","id_iata","id_icao"
"235",912790636,2024-07-31 00:50:26,-23.51692,-46.73209,4250,140,142,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"236",912790636,2024-07-31 00:50:30,-23.51884,-46.73075,4225,147,143,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"237",912790636,2024-07-31 00:50:32,-23.52043,-46.72969,4200,148,144,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"238",912790636,2024-07-31 00:50:35,-23.52214,-46.72855,4175,148,143,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"239",912790636,2024-07-31 00:50:39,-23.52406,-46.72729,4150,148,143,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"240",912790636,2024-07-31 00:50:42,-23.5258,-46.7262,4125,149,143,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"241",912790636,2024-07-31 00:50:45,-23.52755,-46.72511,4100,150,142,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"242",912790636,2024-07-31 00:50:48,-23.52924,-46.72406,4075,149,143,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"243",912790636,2024-07-31 00:50:51,-23.53095,-46.72292,4050,148,142,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"244",912790636,2024-07-31 00:50:54,-23.53253,-46.72185,4025,147,142,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"245",912790636,2024-07-31 00:50:57,-23.53434,-46.72058,4000,147,142,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"246",912790636,2024-07-31 00:51:06,-23.53942,-46.71702,3900,146,140,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"247",912790636,2024-07-31 00:51:15,-23.54425,-46.71357,3850,147,139,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"248",912790636,2024-07-31 00:51:24,-23.54933,-46.7101,3750,147,140,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"249",912790636,2024-07-31 00:51:33,-23.55423,-46.7067,3675,147,133,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"250",912790636,2024-07-31 00:51:42,-23.55869,-46.70371,3575,148,130,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"251",912790636,2024-07-31 00:51:51,-23.56316,-46.70059,3525,147,125,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"252",912790636,2024-07-31 00:52:00,-23.56755,-46.69759,3450,147,120,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"253",912790636,2024-07-31 00:52:10,-23.57196,-46.69454,3325,147,118,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"254",912790636,2024-07-31 00:52:19,-23.57591,-46.69169,3250,146,116,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"255",912790636,2024-07-31 00:52:27,-23.58,-46.68889,3150,148,115,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"256",912790636,2024-07-31 00:52:37,-23.5843,-46.68594,3050,146,118,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"257",912790636,2024-07-31 00:52:46,-23.58861,-46.68289,2950,147,123,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"258",912790636,2024-07-31 00:52:55,-23.59291,-46.67989,2825,147,125,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"259",912790636,2024-07-31 00:53:04,-23.59747,-46.67676,2750,147,123,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"260",912790636,2024-07-31 00:53:13,-23.60189,-46.67365,2650,147,123,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"261",912790636,2024-07-31 00:53:22,-23.60613,-46.67075,2550,147,122,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"262",912790636,2024-07-31 00:53:32,-23.61063,-46.66768,2475,146,122,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"263",912790636,2024-07-31 00:53:36,-23.6122925713842,-46.6665004730044,2437.55469855344,146,122.748906028931,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"264",912790636,2024-07-31 00:53:36,-23.6122925713842,-46.6665004730044,2437.55469855344,146,122.748906028931,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"265",912790636,2024-07-31 00:53:41,-23.61507,-46.66453,2375,146,124,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"266",912790636,2024-07-31 00:53:48,-23.61877,-46.66199,2300,147,124,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"267",912790636,2024-07-31 00:54:00,-23.62442,-46.65805,2175,147,123,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"268",912790636,2024-07-31 00:54:08,-23.62777,-46.65574,0,146,96,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"269",912790636,2024-07-31 00:54:15,-23.62972,-46.65442,0,146,72,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"270",912790636,2024-07-31 00:54:21,-23.63117,-46.65339,0,146,49,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"271",912790636,2024-07-31 00:54:31,-23.63269,-46.65236,0,149,31,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"272",912790636,2024-07-31 00:54:34,-23.63306,-46.65219,0,154,27,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"273",912790636,2024-07-31 00:54:36,-23.63326,-46.65212,0,160,24,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"274",912790636,2024-07-31 00:54:39,-23.63349,-46.65207,0,168,20,"B737","PRGEC","SBCT","SBSP","SBSP","G31137","GLO1137"
"275",912912767,2024-07-31 12:53:49,-25.52924,-49.17926,0,317,13,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"276",912912767,2024-07-31 12:53:55,-25.52898,-49.17953,0,315,13,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"277",912912767,2024-07-31 12:54:03,-25.52868,-49.17984,0,323,12,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"278",912912767,2024-07-31 12:54:07,-25.52847,-49.17992,0,345,12,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"279",912912767,2024-07-31 12:54:11,-25.52822,-49.17995,0,357,12,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"280",912912767,2024-07-31 12:54:15,-25.528,-49.17995,0,357,12,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"281",912912767,2024-07-31 12:54:19,-25.52777,-49.17997,0,357,12,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"282",912912767,2024-07-31 12:54:26,-25.52736,-49.17999,0,357,12,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"283",912912767,2024-07-31 12:54:33,-25.52697,-49.18,0,357,13,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"284",912912767,2024-07-31 12:54:41,-25.52646,-49.18003,0,357,15,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"285",912912767,2024-07-31 12:54:48,-25.52596,-49.18004,0,357,16,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"286",912912767,2024-07-31 12:54:54,-25.52544,-49.18006,0,357,16,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"287",912912767,2024-07-31 12:55:02,-25.52497,-49.18008,0,357,12,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"288",912912767,2024-07-31 12:55:07,-25.52474,-49.18016,0,337,9,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"289",912912767,2024-07-31 12:56:02,-25.52478,-49.17995,0,135,9,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"290",912912767,2024-07-31 12:56:09,-25.52547,-49.17915,0,135,45,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"291",912912767,2024-07-31 12:56:16,-25.52701,-49.17743,0,135,80,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"292",912912767,2024-07-31 12:56:30,-25.53265,-49.17118,2575,135,135,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"293",912912767,2024-07-31 12:56:40,-25.5373,-49.16615,2825,135,155,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"294",912912767,2024-07-31 12:56:46,-25.5403548945972,-49.1628648994963,3104.98015656345,135,156.244356251393,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"295",912912767,2024-07-31 12:56:46,-25.5403548945972,-49.1628648994963,3104.98015656345,135,156.244356251393,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"296",912912767,2024-07-31 12:56:49,-25.54221,-49.16087,3275,135,157,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"297",912912767,2024-07-31 12:56:55,-25.5454,-49.15729,3575,134,157,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"298",912912767,2024-07-31 12:57:05,-25.55022,-49.15146,3850,128,167,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"299",912912767,2024-07-31 12:57:08,-25.55169,-49.14894,3950,121,172,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"300",912912767,2024-07-31 12:57:11,-25.55276,-49.1463,4000,113,176,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"301",912912767,2024-07-31 12:57:14,-25.55341,-49.14387,4025,104,181,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"302",912912767,2024-07-31 12:57:17,-25.55373,-49.14086,4100,95,184,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"303",912912767,2024-07-31 12:57:21,-25.55383,-49.13775,4175,90,190,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"304",912912767,2024-07-31 12:57:24,-25.55365,-49.13442,4225,85,195,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"305",912912767,2024-07-31 12:57:27,-25.55331,-49.13132,4275,82,202,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"306",912912767,2024-07-31 12:57:30,-25.55287,-49.12816,4350,80,208,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"307",912912767,2024-07-31 12:57:33,-25.55234,-49.12495,4400,79,214,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"308",912912767,2024-07-31 12:57:36,-25.55177,-49.12165,4475,79,220,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"309",912912767,2024-07-31 12:57:39,-25.55108,-49.11775,4550,78,229,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"310",912912767,2024-07-31 12:57:42,-25.55045,-49.11428,4625,78,233,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"311",912912767,2024-07-31 12:57:46,-25.54964,-49.11018,4725,77,240,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"312",912912767,2024-07-31 12:57:49,-25.54893,-49.10655,4900,77,242,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"313",912912767,2024-07-31 12:57:58,-25.54647,-49.09495,5400,76,251,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"314",912912767,2024-07-31 12:58:14,-25.54179,-49.07425,6125,75,272,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"315",912912767,2024-07-31 12:58:26,-25.53805,-49.05722,6725,76,285,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"316",912912767,2024-07-31 12:58:39,-25.53401,-49.03768,7450,77,295,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"317",912912767,2024-07-31 12:58:55,-25.52967,-49.01488,8600,78,293,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"318",912912767,2024-07-31 12:59:07,-25.52636,-48.99664,9525,78,292,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"319",912912767,2024-07-31 12:59:23,-25.52202,-48.97278,10575,78,297,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"320",912912767,2024-07-31 12:59:36,-25.51835,-48.95332,11025,78,314,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"321",912912767,2024-07-31 12:59:48,-25.51463,-48.93347,11600,78,323,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"322",912912767,2024-07-31 13:00:03,-25.51011,-48.90994,12500,77,327,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"323",912912767,2024-07-31 13:00:33,-25.50052,-48.85999,14175,78,339,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"324",912912767,2024-07-31 13:01:07,-25.48906,-48.80153,15950,77,352,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"325",912912767,2024-07-31 13:01:40,-25.47729,-48.74202,17550,77,365,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"326",912912767,2024-07-31 13:02:14,-25.46463,-48.67809,19100,77,381,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"327",912912767,2024-07-31 13:02:45,-25.4528,-48.61857,20450,77,397,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"328",912912767,2024-07-31 13:03:19,-25.43921,-48.5496,21900,77,413,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"329",912912767,2024-07-31 13:03:50,-25.42607,-48.48363,23500,77,417,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"330",912912767,2024-07-31 13:04:08,-25.4191929021762,-48.4486790606153,24633.4476042986,77,410.377609502975,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"331",912912767,2024-07-31 13:04:08,-25.4191929021762,-48.4486790606153,24633.4476042986,77,410.377609502975,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"332",912912767,2024-07-31 13:04:24,-25.41257,-48.41502,25725,77,404,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"333",912912767,2024-07-31 13:04:54,-25.40053,-48.35414,27375,77,400,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"334",912912767,2024-07-31 13:05:27,-25.38766,-48.28949,28600,77,403,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"335",912912767,2024-07-31 13:05:59,-25.37474,-48.22485,29000,77,402,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"336",912912767,2024-07-31 13:06:30,-25.36231,-48.16298,29000,77,403,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"337",912912767,2024-07-31 13:07:01,-25.34976,-48.10079,29000,77,402,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"338",912912767,2024-07-31 13:07:33,-25.33703,-48.03782,29000,77,402,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"339",912912767,2024-07-31 13:08:06,-25.32344,-47.97058,29000,77,401,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"340",912912767,2024-07-31 13:08:36,-25.31231,-47.9092,29000,79,400,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"341",912912767,2024-07-31 13:09:07,-25.30161,-47.84698,29000,79,400,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"342",912912767,2024-07-31 13:09:41,-25.2896,-47.77928,29000,78,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"343",912912767,2024-07-31 13:10:14,-25.27762,-47.71327,29000,78,400,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"344",912912767,2024-07-31 13:10:47,-25.26562,-47.64703,29000,78,401,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"345",912912767,2024-07-31 13:11:17,-25.25459,-47.58583,29000,78,402,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"346",912912767,2024-07-31 13:11:50,-25.24244,-47.51903,29000,78,402,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"347",912912767,2024-07-31 13:12:21,-25.23131,-47.45793,29000,78,401,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"348",912912767,2024-07-31 13:12:54,-25.21902,-47.39095,29000,78,401,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"349",912912767,2024-07-31 13:13:28,-25.20676,-47.32442,29000,78,400,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"350",912912767,2024-07-31 13:13:59,-25.1954959451863,-47.2627602713768,29000,78,401.828580326904,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"351",912912767,2024-07-31 13:13:59,-25.1954959451863,-47.2627602713768,29000,78,401.828580326904,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"352",912912767,2024-07-31 13:14:01,-25.19444,-47.25698,29000,78,402,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"353",912912767,2024-07-31 13:14:34,-25.18206,-47.18991,29000,78,402,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"354",912912767,2024-07-31 13:15:08,-25.16972,-47.12316,29000,78,403,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"355",912912767,2024-07-31 13:15:41,-25.15741,-47.05673,29000,78,403,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"356",912912767,2024-07-31 13:16:08,-25.14555,-47.00328,29000,66,404,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"357",912912767,2024-07-31 13:16:10,-25.14331,-46.99804,29000,63,404,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"358",912912767,2024-07-31 13:16:13,-25.14079,-46.993,29000,60,404,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"359",912912767,2024-07-31 13:16:17,-25.13737,-46.98708,29000,56,404,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"360",912912767,2024-07-31 13:16:18,-25.13565,-46.98438,29000,55,404,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"361",912912767,2024-07-31 13:16:22,-25.13219,-46.97952,29000,52,403,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"362",912912767,2024-07-31 13:16:25,-25.12724,-46.97337,29000,50,403,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"363",912912767,2024-07-31 13:16:28,-25.12326,-46.96904,29000,45,403,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"364",912912767,2024-07-31 13:16:31,-25.11884,-46.96463,29000,41,402,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"365",912912767,2024-07-31 13:16:34,-25.11447,-46.9608,29000,37,401,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"366",912912767,2024-07-31 13:16:37,-25.11026,-46.9575,29000,35,401,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"367",912912767,2024-07-31 13:16:40,-25.10591,-46.95435,29000,32,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"368",912912767,2024-07-31 13:16:43,-25.1005,-46.95085,29000,30,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"369",912912767,2024-07-31 13:16:46,-25.09533,-46.94764,29000,29,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"370",912912767,2024-07-31 13:16:50,-25.09048,-46.94463,29000,29,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"371",912912767,2024-07-31 13:16:51,-25.08891,-46.9436,29000,29,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"372",912912767,2024-07-31 13:16:55,-25.08215,-46.93934,29000,30,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"373",912912767,2024-07-31 13:16:58,-25.07736,-46.93624,29000,30,398,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"374",912912767,2024-07-31 13:17:01,-25.07259,-46.93314,29000,30,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"375",912912767,2024-07-31 13:17:31,-25.02397,-46.90141,29000,30,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"376",912912767,2024-07-31 13:18:05,-24.97092,-46.86671,29000,30,399,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"377",912912767,2024-07-31 13:18:38,-24.91797,-46.83197,28825,30,397,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"378",912912767,2024-07-31 13:19:08,-24.87035,-46.80074,27850,30,396,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"379",912912767,2024-07-31 13:19:41,-24.81863,-46.76678,26850,30,392,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"380",912912767,2024-07-31 13:20:12,-24.77147,-46.73584,25975,30,387,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"381",912912767,2024-07-31 13:20:45,-24.7198,-46.70195,24975,30,384,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"382",912912767,2024-07-31 13:21:19,-24.66893,-46.66911,24025,30,379,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"383",912912767,2024-07-31 13:21:52,-24.61958,-46.63752,23125,27,372,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"384",912912767,2024-07-31 13:21:58,-24.61006,-46.6333,23050,20,367,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"385",912912767,2024-07-31 13:22:01,-24.60425,-46.63127,23050,17,365,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"386",912912767,2024-07-31 13:22:04,-24.59937,-46.62981,23000,15,363,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"387",912912767,2024-07-31 13:22:07,-24.59445,-46.62857,22950,13,362,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"388",912912767,2024-07-31 13:22:10,-24.5895,-46.62753,22875,10,361,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"389",912912767,2024-07-31 13:22:13,-24.58521,-46.62679,22775,9,360,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"390",912912767,2024-07-31 13:22:16,-24.58023,-46.62618,22675,6,361,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"391",912912767,2024-07-31 13:22:19,-24.57458,-46.62582,22550,2,360,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"392",912912767,2024-07-31 13:22:21,-24.57088,-46.62572,22500,1,360,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"393",912912767,2024-07-31 13:22:25,-24.56456,-46.62567,22375,1,359,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"394",912912767,2024-07-31 13:22:28,-24.55956,-46.62572,22300,359,359,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"395",912912767,2024-07-31 13:22:31,-24.55491,-46.62572,22225,359,359,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"396",912912767,2024-07-31 13:22:34,-24.54955,-46.62566,22125,359,359,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"397",912912767,2024-07-31 13:22:37,-24.5446,-46.62567,22050,359,359,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"398",912912767,2024-07-31 13:22:40,-24.53925,-46.62562,21950,359,359,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"399",912912767,2024-07-31 13:23:14,-24.48431,-46.62542,21050,359,356,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"400",912912767,2024-07-31 13:23:46,-24.43155,-46.62556,20150,359,351,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"401",912912767,2024-07-31 13:24:19,-24.37871,-46.62598,19300,359,340,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"402",912912767,2024-07-31 13:24:49,-24.33105,-46.62572,18500,359,336,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"403",912912767,2024-07-31 13:25:15,-24.2909846733799,-46.6255569118319,17820.4659664168,359,331.340338055429,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"404",912912767,2024-07-31 13:25:15,-24.2909846733799,-46.6255569118319,17820.4659664168,359,331.340338055429,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"405",912912767,2024-07-31 13:25:22,-24.27946,-46.62551,17625,359,330,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"406",912912767,2024-07-31 13:25:56,-24.22879,-46.62384,16800,10,325,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"407",912912767,2024-07-31 13:25:59,-24.22412,-46.62252,16700,14,325,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"408",912912767,2024-07-31 13:26:02,-24.22069,-46.6213,16650,18,324,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"409",912912767,2024-07-31 13:26:05,-24.2157,-46.61911,16550,22,324,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"410",912912767,2024-07-31 13:26:08,-24.2119,-46.61708,16475,26,323,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"411",912912767,2024-07-31 13:26:11,-24.208,-46.61463,16400,30,323,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"412",912912767,2024-07-31 13:26:14,-24.20451,-46.61204,16350,34,322,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"413",912912767,2024-07-31 13:26:17,-24.20055,-46.60863,16275,38,322,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"414",912912767,2024-07-31 13:26:20,-24.19743,-46.60558,16200,42,320,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"415",912912767,2024-07-31 13:26:23,-24.19414,-46.60182,16150,46,319,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"416",912912767,2024-07-31 13:26:26,-24.19185,-46.59887,16100,47,319,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"417",912912767,2024-07-31 13:26:29,-24.18859,-46.59395,16025,55,316,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
"418",912912767,2024-07-31 13:26:32,-24.18617,-46.58992,15975,56,316,"B737","PRGEI","SBCT","SBSP","SBSP","G31107","GLO1107"
